TIMESTAMP;TEMPERATURA_MAR (ºC);TEMPERATURA_AMBIENTAL (ºC);VELOCIDAD_VIENTO (km/h);ESTADO_DEL_MAR (Douglas);PRESENCIA_DE_MEDUSAS;ESPECIES_DE_MEDUSAS;LLUVIA (mm/hora)
2021-07-01T15:00:00.000Z;6.824024911896517;17.169024423373614;8.115732189488503;3;2;Medusa Comestible;107.71030204922121
2021-07-01T16:00:00.000Z;15.278060705279021;36.64943968549097;34.69117343008098;1;1;Medusa Comestible,Medusa Luminiscente;13.314539487648007
2021-07-01T17:00:00.000Z;27.711394929616958;35.35873136720379;29.43196608314402;4;1;Medusa de puntos blancos,Aguamala;2.9418686872145905
2021-07-01T18:00:00.000Z;21.65187245224995;17.68004885328105;17.343199581329756;1;2;Medusa Mosaico,Aguamala;12.104301430020703
2021-07-01T19:00:00.000Z;7.728058279442244;28.08640740025217;38.84474403419016;1;2;Medusa de puntos blancos;113.67227714007036
2021-07-01T20:00:00.000Z;9.594751758042431;15.261101536797046;37.66111348247803;1;3;Aguamala;115.71255877966485
2021-07-01T21:00:00.000Z;10.086491518687684;26.08197810714256;14.684386075155977;1;2;;66.393919407296
2021-07-01T22:00:00.000Z;17.435376005716744;17.719299691618172;32.03922275392997;0;3;Medusa de puntos blancos,Medusa Mosaico;18.771078016450076
2021-07-02T06:00:00.000Z;19.489622556862003;18.99757194032371;37.3429303985355;2;1;Gran Medusa de Huevo Frito,Medusa Luminiscente;95.0470916105662
2021-07-02T07:00:00.000Z;17.549674735438842;36.87229630717164;3.5435553025733846;3;1;Medusa Comestible;36.72576821159893
2021-07-02T08:00:00.000Z;22.163231568683038;17.30316014782878;26.835605324183824;7;3;Medusa Luminiscente;95.55750154389227
2021-07-02T09:00:00.000Z;21.848866204024166;32.658755414735495;35.94301020103144;5;2;Aguamala,Medusa Común;48.55831012603821
2021-07-02T10:00:00.000Z;10.65808855973357;25.064065795216663;0.2512822832406236;5;2;;59.87660197150255
2021-07-02T11:00:00.000Z;9.94690718285612;36.65098291206994;1.9142140615048397;7;3;Aguamala,Medusa Luminiscente;18.69480980950426
2021-07-02T12:00:00.000Z;21.087430840798202;23.10407457859948;3.8277619471326396;8;1;;110.68629226723617
2021-07-02T13:00:00.000Z;5.051981280209653;13.333747691814061;32.755974816222555;7;3;Medusa Comestible;34.41779867719659
2021-07-02T14:00:00.000Z;22.02283160959986;18.471301112024406;10.004085005335615;4;2;;65.37397587432268
2021-07-02T15:00:00.000Z;9.655453044243206;24.687586651241475;30.033724115889804;8;3;Aguamala;64.55682610285419
2021-07-02T16:00:00.000Z;21.043681854216658;16.150411169004563;14.155248706115549;0;3;Medusa de puntos blancos;6.236331777867772
2021-07-02T17:00:00.000Z;18.057734570677546;17.101493855455576;17.34153627004229;3;3;;63.70974798188872
2021-07-02T18:00:00.000Z;16.423798786584328;32.67839027395048;8.819577844050182;3;1;;86.34530021002341
2021-07-02T19:00:00.000Z;12.655338100931424;18.611981619488965;12.340737980768486;4;1;Medusa Luminiscente;115.12940342542582
2021-07-02T20:00:00.000Z;22.576166189030047;24.99399052970602;19.803396240615257;7;1;Aguamala,Medusa Común;102.71319461240095
2021-07-02T21:00:00.000Z;22.69115893656431;34.726837607585615;35.943120735665815;5;1;Gran Medusa de Huevo Frito,Medusa de puntos blancos;5.6346082139878995
2021-07-02T22:00:00.000Z;15.079501811914655;26.717254761972434;24.39529159621732;1;2;Medusa de puntos blancos;57.853538030760134
2021-07-03T06:00:00.000Z;18.26452842312064;12.275666185042812;14.784774071491427;9;1;;0.5766298282636395
2021-07-03T07:00:00.000Z;25.53876425909185;33.39142719548769;18.194490768252525;0;1;Medusa Mosaico;1.1277680959838587
2021-07-03T08:00:00.000Z;19.072304997114635;33.364354162497776;30.153863611650358;6;2;;74.19268129894309
2021-07-03T09:00:00.000Z;27.977207811414758;23.715561286231896;22.198400735565833;4;2;;66.23113591830648
2021-07-03T10:00:00.000Z;7.850316834303516;24.649607958402935;36.93097811324286;2;2;;77.90990214039903
2021-07-03T11:00:00.000Z;14.933290821414168;30.433497485292524;15.773304415582468;4;3;Medusa Comestible;87.98142348779335
2021-07-03T12:00:00.000Z;7.240143961011789;12.725171629230868;15.74099251501715;2;2;Gran Medusa de Huevo Frito,Medusa de puntos blancos;108.71418381999264
2021-07-03T13:00:00.000Z;11.66661081837794;18.80298849843857;17.41944054518236;9;3;Gran Medusa de Huevo Frito;96.95260614288844
2021-07-03T14:00:00.000Z;8.982922502157438;13.256366243342288;18.03059702654825;1;2;Medusa de puntos blancos,Medusa Luminiscente;76.14317835859006
2021-07-03T15:00:00.000Z;9.785392493215355;26.96741453650496;24.366746946483254;7;2;Medusa de puntos blancos,Medusa Comestible;62.697635560444326
2021-07-03T16:00:00.000Z;24.792541637382637;35.055395678291006;35.48368383716719;1;1;Medusa Común;66.66567678808636
2021-07-03T17:00:00.000Z;19.23556667800416;22.572662210243415;20.186659948677004;0;3;;94.10913055673115
2021-07-03T18:00:00.000Z;11.17655375033992;35.771739406519565;34.438235526340215;4;2;;56.202615529389995
2021-07-03T19:00:00.000Z;23.322700885841243;28.533602039865407;10.492802292931858;7;1;;55.41100760242529
2021-07-03T20:00:00.000Z;16.983534532285898;15.462971364222934;33.36235227230772;8;3;Aguamala;101.97364242570457
2021-07-03T21:00:00.000Z;20.16488193594872;14.421534270491835;3.7911825049005454;6;3;Medusa Mosaico,Medusa Común;106.86529275281016
2021-07-03T22:00:00.000Z;24.223081163759463;27.3781769844109;4.878508228293539;2;2;;102.25960838965308
2021-07-04T06:00:00.000Z;6.550091919236416;32.334059334065124;16.532367258071304;6;1;;103.43781892464601
2021-07-04T07:00:00.000Z;13.09381928621369;34.06197049619354;29.578047928251667;6;2;;55.09536466054003
2021-07-04T08:00:00.000Z;20.251968668477154;19.685800853004775;2.2548389273810887;6;3;Aguamala,Medusa de puntos blancos;37.73122663884457
2021-07-04T09:00:00.000Z;21.727323362133596;14.975079749159036;16.38256072149126;6;1;Medusa Común;52.242000676484615
2021-07-04T10:00:00.000Z;21.206071177774497;21.376743702850455;17.011049701535992;3;1;Gran Medusa de Huevo Frito;109.44564733737975
2021-07-04T11:00:00.000Z;22.62915465323098;14.907512209031196;7.60925695920716;0;3;Medusa Luminiscente,Medusa de puntos blancos;82.38332212093053
2021-07-04T12:00:00.000Z;11.173051901209316;34.489479750387076;27.22369293515417;6;2;Medusa Común,Medusa Comestible;41.49376902628646
2021-07-04T13:00:00.000Z;26.71250682313992;13.229378671588464;6.33930572773278;2;3;Medusa Luminiscente;37.1242896847502
2021-07-04T14:00:00.000Z;22.54502260916942;12.423388585910185;37.17508898200306;4;3;Gran Medusa de Huevo Frito,Medusa de puntos blancos;56.84503277169894
2021-07-04T15:00:00.000Z;7.499686796957296;32.12295513924787;10.44510162085528;1;1;Medusa Comestible,Medusa Mosaico;44.23132693165673
2021-07-04T16:00:00.000Z;25.6572584188188;11.4674592017535;30.01322345021995;10;2;Medusa de puntos blancos;58.8481185702753
2021-07-04T17:00:00.000Z;16.906833853624033;35.64949251885143;1.3637514178967791;2;3;Aguamala,Medusa de puntos blancos;46.92147494991165
2021-07-04T18:00:00.000Z;20.157550354599017;13.913747570947955;12.0144690498572;10;3;Medusa Comestible,Medusa Común;56.70224768072809
2021-07-04T19:00:00.000Z;12.875043582005272;17.256512633083133;30.01057546456172;2;3;Medusa Comestible;58.265557187626634
2021-07-04T20:00:00.000Z;8.099039204285111;31.11009805351699;19.396846878547535;10;2;;112.44128523150424
2021-07-04T21:00:00.000Z;25.47250849985462;23.937413290073955;37.87143436867679;9;2;Medusa Mosaico;69.0958197569466
2021-07-04T22:00:00.000Z;8.63053510012547;15.748534643183966;32.32006941450618;7;3;Medusa Común,Medusa de puntos blancos;84.78241760879413
2021-07-05T06:00:00.000Z;21.4962142613347;15.794589292318935;19.404163347283905;1;1;Medusa de puntos blancos,Medusa Mosaico;66.07485235157006
2021-07-05T07:00:00.000Z;14.523213276514626;23.422235187465546;34.83415986823712;8;1;;87.49171977609966
2021-07-05T08:00:00.000Z;18.949586688096712;10.048904865638828;32.77134080515641;1;3;Aguamala,Gran Medusa de Huevo Frito;20.74276589126784
2021-07-05T09:00:00.000Z;17.263934794671112;20.58483760835389;36.71558385224059;7;2;Medusa Luminiscente,Medusa de puntos blancos;34.45919382501431
2021-07-05T10:00:00.000Z;12.471830754903488;14.884818781177259;13.9900071554014;0;2;Medusa Mosaico,Medusa Común;30.47431796251926
2021-07-05T11:00:00.000Z;18.067616379987818;32.88379480127911;6.550232947351553;8;1;Medusa Luminiscente;61.58024866768699
2021-07-05T12:00:00.000Z;23.247375697370053;10.701482361718025;2.064517741587295;7;3;Medusa Mosaico,Gran Medusa de Huevo Frito;20.096297168558237
2021-07-05T13:00:00.000Z;27.6529574443877;31.96413127187507;10.181691457549187;1;3;;111.73198846930049
2021-07-05T14:00:00.000Z;8.319294010721597;37.338587000212;25.095727399358772;9;2;;118.00022805061434
2021-07-05T15:00:00.000Z;24.86543081378698;22.09019755062953;26.46046688409788;4;3;Medusa Comestible,Gran Medusa de Huevo Frito;96.89568959069629
2021-07-05T16:00:00.000Z;24.673127589895962;27.01153942643157;37.93800211958758;4;1;;97.40797005066516
2021-07-05T17:00:00.000Z;22.67253344595051;30.337777558408956;26.198052669292;6;1;Aguamala,Medusa de puntos blancos;78.2767473369468
2021-07-05T18:00:00.000Z;9.967947047167907;26.48619517938938;22.167726386066;7;1;Medusa de puntos blancos;35.68593235212315
2021-07-05T19:00:00.000Z;24.782899036011713;30.255984842678696;33.108752796470036;9;2;Aguamala,Medusa Común;113.84829360960494
2021-07-05T20:00:00.000Z;6.278325465854725;23.036932385416094;12.307611551321695;7;1;;40.87661285581858
2021-07-05T21:00:00.000Z;14.879799877696472;20.91321822836469;8.784113936682063;9;2;Aguamala,Medusa Mosaico;40.4969026152897
2021-07-05T22:00:00.000Z;18.423755571151005;30.959313110908;16.286803539048115;3;1;Aguamala,Medusa Comestible;99.20858417813906
2021-07-06T06:00:00.000Z;23.86224788258683;12.27322989380933;38.86809608954792;7;3;;70.70417952543993
2021-07-06T07:00:00.000Z;12.888339118386213;13.456463854001871;23.25518065157756;9;1;Medusa Común;45.12753678684887
2021-07-06T08:00:00.000Z;13.195789054049492;33.04188890176812;27.035055841867557;6;3;;19.461607318448806
2021-07-06T09:00:00.000Z;12.184421725664162;29.63905375064075;13.023031635762106;9;1;;60.67904450708173
2021-07-06T10:00:00.000Z;5.146625643081953;11.408859173563457;22.38788370101574;7;2;Medusa Común,Medusa de puntos blancos;102.54684354469012
2021-07-06T11:00:00.000Z;10.086139118211737;15.6881102853288;6.725197575841877;8;1;;67.32364503516217
2021-07-06T12:00:00.000Z;14.579783967087012;31.932668805265443;10.475768468848266;4;2;;20.034289505240466
2021-07-06T13:00:00.000Z;15.306435036481233;17.203749993577027;25.987608828141973;10;3;Gran Medusa de Huevo Frito,Aguamala;85.73178124675754
2021-07-06T14:00:00.000Z;13.8191362429665;23.715419597183246;27.707665825215095;9;3;Medusa Mosaico,Aguamala;103.89750778798417
2021-07-06T15:00:00.000Z;24.152234843855606;24.620793752385556;11.843777211453617;7;3;;100.41836347096947
2021-07-06T16:00:00.000Z;18.274140009126853;19.292028654604525;13.320281849301132;3;3;Medusa Comestible,Medusa Común;102.34442858397455
2021-07-06T17:00:00.000Z;27.61859358814158;14.792563095518304;19.24537500800172;9;3;Medusa Común;55.10180830922295
2021-07-06T18:00:00.000Z;25.86774109331007;18.339359160009828;26.835065181676818;9;1;Aguamala,Medusa Luminiscente;99.37929222281275
2021-07-06T19:00:00.000Z;19.489261615839354;24.18751749879118;30.171183979478265;2;1;Medusa Mosaico;8.045632952909898
2021-07-06T20:00:00.000Z;16.802406946950896;24.189587374549298;7.050872738924969;5;2;Gran Medusa de Huevo Frito,Medusa de puntos blancos;94.45200007653168
2021-07-06T21:00:00.000Z;25.049645965523503;30.530972840501555;24.14069649060016;7;2;Medusa de puntos blancos,Aguamala;45.16071685572641
2021-07-06T22:00:00.000Z;19.69019370356175;10.051370038756673;23.95774473772221;5;1;Gran Medusa de Huevo Frito,Aguamala;31.59697118020781
2021-07-07T06:00:00.000Z;25.356087589593837;37.75972868040663;12.850486289382497;10;3;Gran Medusa de Huevo Frito,Medusa Mosaico;116.76128359789396
2021-07-07T07:00:00.000Z;11.849997433034318;10.515327862185693;14.172058445101277;2;1;Medusa Luminiscente;81.57362635598564
2021-07-07T08:00:00.000Z;26.76890537498887;23.69616838197745;13.823446464734692;3;1;Aguamala;76.16991167110963
2021-07-07T09:00:00.000Z;19.752504030967387;30.702899510339282;32.4071590250862;7;1;;83.19231972947773
2021-07-07T10:00:00.000Z;5.045002987408482;18.56087016729095;15.414887301344598;3;2;;59.98081327589966
2021-07-07T11:00:00.000Z;20.627139677619716;14.449280669965066;10.351451774885492;4;3;Medusa Mosaico;69.26298003629263
2021-07-07T12:00:00.000Z;12.379452273202642;31.08630038824209;36.80775391829904;10;1;;62.07758750321889
2021-07-07T13:00:00.000Z;6.870170882339892;16.389790244648754;6.939598943238252;3;2;Aguamala;90.77365510056956
2021-07-07T14:00:00.000Z;27.99259769420187;20.848547245799455;38.12963204014422;9;3;Medusa Comestible;57.35085533329495
2021-07-07T15:00:00.000Z;5.6088969328735825;10.190259657701926;1.0993290030850922;1;2;;98.25811824067212
2021-07-07T16:00:00.000Z;18.647649846753048;18.78748779610342;19.452098529942027;0;2;Gran Medusa de Huevo Frito;88.59822667562729
2021-07-07T17:00:00.000Z;26.51825670292226;34.8445796287011;39.740128273938936;1;2;;115.46057807363196
2021-07-07T18:00:00.000Z;24.942338102430732;37.62960714585306;39.382333111026576;4;3;;94.7282049653579
2021-07-07T19:00:00.000Z;14.20959217133939;13.16782847542493;39.99737034644114;0;2;Aguamala,Medusa Luminiscente;77.55587267324023
2021-07-07T20:00:00.000Z;21.062816001187393;32.000145953746255;24.220981019192376;2;2;;95.89987759699417
2021-07-07T21:00:00.000Z;7.1134414641572805;19.30748790919039;0.9391654396521698;8;2;;2.9766720648300193
2021-07-07T22:00:00.000Z;20.651639205149777;35.56011524246321;32.74735253431666;9;3;;50.39438346405433
2021-07-08T06:00:00.000Z;15.588571870459552;30.746865503056057;0.8758535596924588;2;1;Medusa Común;29.945452432265583
2021-07-08T07:00:00.000Z;9.664180203921944;26.449230300212182;7.572238854519329;10;1;;90.78664866848358
2021-07-08T08:00:00.000Z;20.14072065271416;24.169759922691146;10.69384301957081;8;3;;44.628733162250256
2021-07-08T09:00:00.000Z;7.701732220052815;27.070487045634305;0.8664919350903943;10;2;Medusa Común;58.85376803725907
2021-07-08T10:00:00.000Z;7.773124984800406;30.460985142368042;26.291404022801636;4;1;Medusa Comestible,Medusa Mosaico;39.69594918208735
2021-07-08T11:00:00.000Z;20.061034761353607;24.103418432174657;24.076007553882192;0;3;;4.525690203082302
2021-07-08T12:00:00.000Z;10.26251775745613;34.99038786282298;9.193205316513442;10;1;;12.305091108291695
2021-07-08T13:00:00.000Z;15.722765731880843;29.58170988577519;19.43047926967484;2;1;Medusa Mosaico;36.51800842700212
2021-07-08T14:00:00.000Z;18.71421508480615;15.018048667315558;22.78400489283551;1;1;Medusa Comestible,Gran Medusa de Huevo Frito;43.188187662838345
2021-07-08T15:00:00.000Z;12.939067250794103;28.93680411869467;14.447210599411955;2;3;Aguamala;117.26341124159262
2021-07-08T16:00:00.000Z;26.85605783394737;16.1477181192691;16.767371301436526;5;1;Medusa Luminiscente;103.98834101629838
2021-07-08T17:00:00.000Z;10.620195342360937;11.389100341888577;5.912037341275411;8;1;Aguamala;15.143442400887954
2021-07-08T18:00:00.000Z;16.757894293144815;11.748093005149421;34.77920688131009;0;3;Gran Medusa de Huevo Frito,Medusa Común;21.29729054283361
2021-07-08T19:00:00.000Z;15.867737145602042;18.255009100079594;4.254680438159593;8;3;Aguamala;32.75097465904494
2021-07-08T20:00:00.000Z;7.1053686948077255;28.699970621651023;32.31737351532931;8;2;;34.7587409857511
2021-07-08T21:00:00.000Z;9.463171847477586;15.041832132314855;7.285161932639896;6;1;;73.95476528000059
2021-07-08T22:00:00.000Z;15.11423233790271;18.548849330234695;30.15598770739193;5;3;;83.16058652827483
2021-07-09T06:00:00.000Z;18.34392763501062;29.61360174266597;7.263632000664506;1;2;;19.632044724140894
2021-07-09T07:00:00.000Z;9.193938720674982;17.213583914847625;19.020023772580767;8;3;Medusa Luminiscente,Medusa Comestible;63.678975693613054
2021-07-09T08:00:00.000Z;9.400328443662413;31.30535899361149;7.609595107133398;5;2;;66.01808859813127
2021-07-09T09:00:00.000Z;16.689876231439456;34.94908877407707;33.8362395492321;2;2;Gran Medusa de Huevo Frito,Medusa Luminiscente;61.36692605108445
2021-07-09T10:00:00.000Z;20.181034446566958;17.057429272784063;12.171066507851425;0;2;Medusa Comestible;18.41574763982492
2021-07-09T11:00:00.000Z;8.529718517696267;33.962543959966894;13.299911790630397;2;2;;74.91566095606431
2021-07-09T12:00:00.000Z;19.83024654818375;12.603868595121181;10.021242559181882;10;1;Medusa Mosaico;94.05271954427769
2021-07-09T13:00:00.000Z;8.508937623530407;32.733811801488834;19.896939238759373;3;3;Medusa Mosaico,Aguamala;46.872820106914176
2021-07-09T14:00:00.000Z;13.023712547948783;25.737104872677058;16.743663503428145;0;1;Gran Medusa de Huevo Frito;71.85727760570332
2021-07-09T15:00:00.000Z;25.930712874753333;32.73906431433993;0.6964451706653652;3;1;Medusa Común,Medusa Luminiscente;61.8844099507946
2021-07-09T16:00:00.000Z;27.34513345514581;16.667129401058972;31.97414891568423;3;1;Medusa Comestible;118.57872950540221
2021-07-09T17:00:00.000Z;5.071601385022753;33.43128116062182;36.30977747198139;1;2;Medusa de puntos blancos,Aguamala;14.042738729297266
2021-07-09T18:00:00.000Z;22.664545102062846;10.77865556856406;22.64365351587496;8;2;;18.190808317439682
2021-07-09T19:00:00.000Z;19.74600172181104;13.849950039835782;9.939097027400043;5;1;Aguamala;68.56393859564564
2021-07-09T20:00:00.000Z;10.084042512065071;16.62130504190357;9.054328164588803;6;2;;119.03393708541421
2021-07-09T21:00:00.000Z;25.690266547073534;19.431261596284926;28.913254914442277;6;1;Aguamala;73.42344976803157
2021-07-09T22:00:00.000Z;13.84326723913529;26.529475162803774;9.303125418355203;4;2;Medusa Comestible;17.94877179809231
2021-07-10T06:00:00.000Z;22.830046359665474;13.303560231437352;26.472141466467825;7;1;Gran Medusa de Huevo Frito;60.0605485208931
2021-07-10T07:00:00.000Z;19.23883152277785;17.237503303686708;24.559999731759685;1;3;Aguamala;39.6740887841254
2021-07-10T08:00:00.000Z;5.4163346664179395;15.402234393679251;37.10235522495892;9;2;;102.52814169055266
2021-07-10T09:00:00.000Z;25.953351612925076;19.88244051659239;6.201608568820829;5;2;Medusa Comestible,Aguamala;85.47181290042647
2021-07-10T10:00:00.000Z;16.992951068285137;21.01813716652799;24.905197595143385;9;3;Medusa Luminiscente,Medusa Comestible;109.56968058091431
2021-07-10T11:00:00.000Z;26.167663044964016;29.151979321135844;7.4760170904442;9;1;Medusa Luminiscente,Medusa de puntos blancos;65.13619340393262
2021-07-10T12:00:00.000Z;9.326434024368108;26.648519017337314;0.7472499617617601;2;3;Medusa de puntos blancos,Medusa Luminiscente;49.10308198465274
2021-07-10T13:00:00.000Z;21.268801098680896;14.281002455884899;28.293824924840152;1;3;Medusa Luminiscente;36.13252943610703
2021-07-10T14:00:00.000Z;23.15616193594516;26.744101916611648;30.25204454753185;1;3;Medusa Común;39.09335033301912
2021-07-10T15:00:00.000Z;11.88878047759271;22.164321942128236;1.9121846492179273;3;1;Gran Medusa de Huevo Frito;97.66015351273951
2021-07-10T16:00:00.000Z;23.719338357546338;18.715794647925563;35.56060069033144;1;3;;16.04799053332532
2021-07-10T17:00:00.000Z;6.947154119940488;13.315673895692454;34.6053878687838;1;3;Medusa Común;9.087110493260386
2021-07-10T18:00:00.000Z;19.040657659325596;35.34435313252557;29.50435055745613;8;1;;84.0942960775728
2021-07-10T19:00:00.000Z;24.185676921232815;27.939465203112647;12.163654497694356;2;2;;80.69979591122832
2021-07-10T20:00:00.000Z;5.309361384756248;22.377662698088685;16.126790445826906;5;3;Medusa Mosaico;62.149960069435934
2021-07-10T21:00:00.000Z;11.093289150764885;16.777554919758337;3.974496858035188;5;2;Medusa Común,Medusa de puntos blancos;35.66760606177571
2021-07-10T22:00:00.000Z;24.954443420551115;30.470652639839923;7.643849064524542;5;2;Gran Medusa de Huevo Frito;95.80379289050008
2021-07-11T06:00:00.000Z;5.143040129654674;21.288575014763975;9.666659152120864;8;2;Medusa de puntos blancos,Medusa Común;64.9103642701528
2021-07-11T07:00:00.000Z;27.080135247043696;15.444938728867745;23.403932187053496;0;2;Gran Medusa de Huevo Frito,Aguamala;41.61769144161703
2021-07-11T08:00:00.000Z;12.258049617949416;16.78593706024138;39.25017159320821;4;3;;55.08016370214017
2021-07-11T09:00:00.000Z;9.58640265133911;29.332892291560697;0.37845853033319443;2;1;;80.43664587547981
2021-07-11T10:00:00.000Z;25.97264695923208;29.364181361964302;25.09860025295869;10;3;Aguamala;7.595062967220194
2021-07-11T11:00:00.000Z;12.477461219764901;16.473467486071282;36.959402647323564;4;2;;108.20736990467972
2021-07-11T12:00:00.000Z;24.85878424776671;20.55727887047363;21.64988620207182;9;2;Medusa Mosaico;74.41411823267325
2021-07-11T13:00:00.000Z;13.29492729589644;16.193255823759927;14.927431256917183;3;1;Medusa Luminiscente;60.35790107978401
2021-07-11T14:00:00.000Z;8.054022311261466;33.31329544772784;31.233058930097314;5;2;Medusa de puntos blancos;10.73573085444023
2021-07-11T15:00:00.000Z;18.522164864964193;11.696162192762305;22.13292160353996;7;3;;108.85574571680382
2021-07-11T16:00:00.000Z;18.580990649575376;32.98725735511019;32.97821324416766;3;1;Gran Medusa de Huevo Frito;97.02670686682815
2021-07-11T17:00:00.000Z;18.97757250835292;28.715892294735053;0.6006488825690681;9;2;Medusa de puntos blancos,Gran Medusa de Huevo Frito;82.57378572883408
2021-07-11T18:00:00.000Z;25.73455323244123;17.006652654222393;8.837192622723196;9;3;Medusa Común,Aguamala;42.73226962014321
2021-07-11T19:00:00.000Z;17.34544053703896;16.27937242034955;5.199430310698094;8;2;Medusa Mosaico,Aguamala;27.458723215591093
2021-07-11T20:00:00.000Z;24.27957798453074;11.29253928129712;18.426802915664638;7;2;;119.32809508925148
2021-07-11T21:00:00.000Z;17.035863712487014;11.222442660569996;18.059925982884934;4;2;;3.493016712378809
2021-07-11T22:00:00.000Z;12.860229362066665;37.174379161394086;1.386397626511986;8;3;;10.727802889229485
2021-07-12T06:00:00.000Z;19.695851479051793;36.39861911011532;17.14849112627194;7;3;Medusa Mosaico,Aguamala;58.004760969142986
2021-07-12T07:00:00.000Z;7.896922105361108;15.769742985744102;37.98349335601573;5;2;;100.22401410858573
2021-07-12T08:00:00.000Z;13.49842036757516;26.64574171574704;36.80689419094682;10;1;Medusa Común,Medusa Luminiscente;32.069725403018765
2021-07-12T09:00:00.000Z;21.850696449094574;18.75517263886411;35.63352613823917;10;3;;90.07380019234154
2021-07-12T10:00:00.000Z;7.802014987672509;36.78920517066577;20.259563521773547;4;1;;7.406961597046786
2021-07-12T11:00:00.000Z;25.710933503693266;22.261467548544342;6.678503679658787;1;2;Aguamala,Medusa de puntos blancos;1.153760195187532
2021-07-12T12:00:00.000Z;19.014051804017367;28.55348935947875;28.812964153289613;6;3;Medusa Mosaico;112.25164075552767
2021-07-12T13:00:00.000Z;19.50670752274474;22.767525961501903;23.551822965319857;9;3;;75.64612335425137
2021-07-12T14:00:00.000Z;5.834771749405167;35.57622375696029;17.62462884771045;8;3;Medusa de puntos blancos,Medusa Mosaico;91.8196493039456
2021-07-12T15:00:00.000Z;27.680767561459184;26.815377017972096;3.3772203386594857;10;3;Medusa de puntos blancos,Medusa Luminiscente;6.752962418155812
2021-07-12T16:00:00.000Z;5.966044695864303;12.10521204238713;10.099531884542268;10;1;Medusa Luminiscente;35.76123737328163
2021-07-12T17:00:00.000Z;11.852583637976128;13.513341844943781;8.301879642199843;1;2;;15.517307760747903
2021-07-12T18:00:00.000Z;17.855480349243905;24.776079713498916;24.736526429070516;0;1;Aguamala,Medusa Comestible;86.22025912692409
2021-07-12T19:00:00.000Z;5.35204064560981;22.81554950827936;30.235470370488542;6;3;Medusa Comestible,Medusa Común;30.30160147397897
2021-07-12T20:00:00.000Z;25.503262783732286;35.47057060552216;26.53230497881851;3;1;;2.45688103839373
2021-07-12T21:00:00.000Z;19.83682451284389;11.933931760188973;12.883204948077447;7;3;Medusa Luminiscente;51.341421759723175
2021-07-12T22:00:00.000Z;10.807730477473472;22.62111452959597;33.90680273530044;6;1;;20.212970689133325
2021-07-13T06:00:00.000Z;8.018898938878063;19.013581958516827;23.40128373751004;4;2;;40.61884144618362
2021-07-13T07:00:00.000Z;7.070284120938251;17.657171349536057;32.169406952695866;6;2;;19.198486555328458
2021-07-13T08:00:00.000Z;24.91713171639458;33.088038943857356;14.876937633383225;1;2;Medusa de puntos blancos,Medusa Mosaico;57.62575466999141
2021-07-13T09:00:00.000Z;5.375542315097541;29.0590003496811;8.70692547118626;6;2;;106.95705852820191
2021-07-13T10:00:00.000Z;8.48954992929702;17.092143325516084;4.599220667720152;2;1;Medusa Comestible,Medusa Mosaico;6.244649401118192
2021-07-13T11:00:00.000Z;6.127477388342156;14.534440094044195;37.17382803677395;4;3;Medusa Mosaico,Aguamala;110.49140464967361
2021-07-13T12:00:00.000Z;14.34272604432378;29.976659589491344;23.966080103689205;9;3;Medusa Comestible;14.02829427013514
2021-07-13T13:00:00.000Z;13.241299766282438;26.339478862349672;27.207056898144568;9;2;;75.50049907751526
2021-07-13T14:00:00.000Z;16.68893666991322;29.87629467042979;37.65680683102221;1;1;Medusa de puntos blancos;118.44603231423358
2021-07-13T15:00:00.000Z;10.886005096833234;26.46129188260402;6.39093875694873;10;2;;20.54399158195273
2021-07-13T16:00:00.000Z;15.918272326089616;26.959352734481364;25.583501716979107;3;3;Medusa Común,Medusa Comestible;88.47348111714963
2021-07-13T17:00:00.000Z;22.49231362439604;18.10369750251485;20.354509556321567;0;3;;87.9650426833862
2021-07-13T18:00:00.000Z;11.164035357791333;12.284287666418084;27.33493325362921;10;2;;83.79197854732102
2021-07-13T19:00:00.000Z;13.6229981067753;33.9849121516789;17.562994749121774;3;3;Aguamala,Medusa Mosaico;69.62887941142854
2021-07-13T20:00:00.000Z;26.89966507813289;18.216366869062917;22.335725839716165;6;2;;83.72584919420282
2021-07-13T21:00:00.000Z;12.219126469921978;20.4855061391074;15.42878831231513;10;2;Gran Medusa de Huevo Frito;77.33439467076396
2021-07-13T22:00:00.000Z;25.532042752705472;26.660330730123484;11.508103412615291;0;3;;98.30728253706333
2021-07-14T06:00:00.000Z;8.43258889222153;12.19914208565063;21.05195858664281;0;3;Medusa de puntos blancos,Gran Medusa de Huevo Frito;85.5216488537065
2021-07-14T07:00:00.000Z;6.0777494634514095;24.41639218443364;38.231527742371625;10;3;;88.73833251874981
2021-07-14T08:00:00.000Z;9.66951579072375;30.60537213792678;39.63325713255257;7;1;Medusa Mosaico;64.36214278409608
2021-07-14T09:00:00.000Z;19.39163686925322;29.2329085748596;20.520513293763656;5;1;;84.30185186462289
2021-07-14T10:00:00.000Z;20.918611072840154;36.57181623615903;7.312862520494985;3;3;Gran Medusa de Huevo Frito;47.39683305628894
2021-07-14T11:00:00.000Z;25.006108190517295;13.054865067112335;38.54524709196554;3;2;;116.70011552573467
2021-07-14T12:00:00.000Z;7.56032967836987;33.84609733136476;16.536210471427275;2;3;Medusa Común;38.76699336972129
